belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,release_year,revenue,runtime,spoken_languages,status,tagline,title,vote_average,return
,13500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",10440,en,"A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.",8.9394,"[{'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-08-18,1993,11285600,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Keaton & Allen reunited for fun flick!","Manhattan Murder Mystery",7.1,0.83597
,3500000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",9516,en,"Menace II Society is a coming of age tale detailing the summer after its protagonist Caine (Tyrin Turner) graduates from high school. This is Caine's story, which details real life in today's tough inner city.",5.26092,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-05-26,1993,27900000,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"This is the truth. This is what's real.","Menace II Society",7.2,7.97143
,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2320,en,"Terrorists hijack a 747 inbound to Washington D.C., demanding the the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",13.1063,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-03-15,1996,121969000,133.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Fasten your seat belts","Executive Decision",5.8,2.21762
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5879,ja,"Based on a true story set in pre-war Japan, a man and one of his servants begin a torrid affair. Their desire becomes a sexual obsession so strong that to intensify their ardor, they forsake all, even life itself.",8.93249,"[{'name': 'Argos Films', 'id': 6116}, {'name': 'Oshima Productions', 'id': 13139}, {'name': 'Shibata Organisation', 'id': 14668}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1976-05-15,1976,0,105.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,"In the Realm of the Senses",6.5,0
,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",83718,en,"Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner one night.",0.534606,"[{'name': 'The Samuel Goldwyn Company', 'id': 8888}, {'name': 'Good Machine', 'id': 10565}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-09,1994,0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"What Happened Was...",7,0
,8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",11971,en,"In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.",8.62724,"[{'name': 'Renaissance Films', 'id': 3102}, {'name': 'American Playhouse Theatrical Films', 'id': 8827}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-05-07,1993,0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Romance. Mischief. Seduction. Revenge. Remarkable.","Much Ado About Nothing",7.2,0
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2625,en,"The story about the relationship between a manic depressive man, Mr Jones, and the female doctor who takes more than a professional interest in his treatment.",6.57975,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Rastar Films', 'id': 1177}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-10-08,1993,0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Everything That Makes Him Dangerous Makes Her Love Him More","Mr. Jones",5.9,0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",31911,en,"Electrician Gus gets the chance to fulfill a childhood dream by buying an old bowling-alley with some of his friends.",13.0111,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Samuel Goldwyn Company', 'id': 8888}, {'name': 'Night Life Inc.', 'id': 16827}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-10-15,1993,0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Sometimes love is a stranger. And sometimes it's someone you've known all your life.","Mr. Wonderful",5.5,0
,25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",788,en,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",11.1655,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Blue Wolf', 'id': 10230}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-11-24,1993,441286000,125.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.","Mrs. Doubtfire",7,17.6514
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",21450,en,"Johnny flees Manchester for London, to avoid a beating from the family of a girl he has raped. There he finds an old girlfriend, and spends some time homeless, spending much of his time ranting at strangers, and meeting characters in plights very much like his own.",8.6652,"[{'name': 'Thin Man Films', 'id': 10100}, {'name': 'The Criterion Collection', 'id': 10932}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1993-09-14,1993,0,131.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Naked,7.5,0
"{"id": 8580, "name": "The Karate Kid Collection", "poster_path": "/o6h2F0C5eZOy50Q76fNYzc9mvvw.jpg", "backdrop_path": "/1ok5JGCsDt4Sh3CkFeXh2F2KB7F.jpg"}",12000000,"[{'id': 12, 'name': 'Adventure'}]",11231,en,"During a commemoration for Japanese soldiers fighting in the US Army during World War II, Mr. Miyagi meets the widow of his commanding officer. He gets to know her granddaughter Julie, an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. Mr. Miyagi decides to teach her karate to get her through her pain and issues and back on the right path.",9.9697,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-18,1994,15827000,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Who says the good guy has to be a guy?","The Next Karate Kid",4.8,1.31892
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",41588,en,"Peter and Katherine Witner are Southern California super-yuppies with great jobs but no center to their lives. When they both lose their jobs and begin marital infidelities, their solution is to start their own business together. In order to find meaning to their empty lives, they follow various New Age gurus and other such groups. Eventually, they hit rock bottom and have make some hard decisions",0.596207,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Ixtlan', 'id': 4198}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'New Regency Pictures', 'id': 10104}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-16,1994,0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A shopping spree for the morally bankrupt.","The New Age",4.8,0
,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",10447,en,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",9.71519,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'Allied Filmmakers', 'id': 1755}, {'name': 'Platinum Pictures', 'id': 4972}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-04-29,1994,15340000,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"No Guards. No Walls.","No Escape",6.1,0.767
,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",31586,en,"Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus north starts off on an hilarious journey around the world to find the parents that really care about him.",15.5347,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'Castle Rock Entertainment', 'id': 97}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-22,1994,0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A family comedy that appeals to the child in everyone.",North,4.8,0
,4000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",9300,en,"In 1600, nobleman Orlando inherits his parents' house, thanks to Queen Elizabeth I, who commands the young man to never change. After a disastrous affair with Russian princess Sasha, Orlando looks for solace in the arts before being appointed ambassador to Constantinople in 1700, where war is raging. One morning, Orlando is shocked to wake up as a woman and returns home, struggling as a female to retain her property as the centuries roll by.",3.80079,"[{'name': 'Mikado Film', 'id': 11912}, {'name': 'Lenfilm Studio', 'id': 27593}, {'name': 'Adventure Pictures', 'id': 36765}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'RU', 'name': 'Russia'}]",1992-09-01,1992,0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Orlando,6.7,0
,30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9559,en,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",8.04059,"[{'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-11-24,1993,135131000,138.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"A Perfect World",7.2,4.50437
,26000000,"[{'id': 18, 'name': 'Drama'}]",9800,en,"No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.",13.373,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Clinica Estetico', 'id': 1274}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-12-22,1993,206678000,125.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"No one would take on his case... until one man was willing to take on the system.",Philadelphia,7.6,7.94917
,7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",713,en,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",7.43676,"[{'name': 'New South Wales Film & Television Office', 'id': 418}, {'name': 'The Australian Film Commission', 'id': 5186}, {'name': 'CiBy 2000', 'id': 7832}, {'name': 'Jan Chapman Productions', 'id': 14089}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1993-05-19,1993,116700000,121.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'mi', 'name': ''}]",Released,,"The Piano",7.1,16.6714
,14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8291,en,"In this film, we see the world through the eyes of main character Justice, a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.",6.9726,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-07-23,1993,27515800,109.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,"A Street Romance.","Poetic Justice",6.9,1.96541
,0,"[{'id': 18, 'name': 'Drama'}]",18133,en,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",3.19998,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-09-24,1993,23042200,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"From Different Worlds They Come To Prove Themselves In The Gritty World of College Football.","The Program",6,0
,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",25557,en,"The Earth is invaded by alien parasites aka "slugs" that ride on people's backs and control their minds. A trio of American government agents attempt to thwart this.",7.2723,"[{'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-10-21,1994,8638070,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Trust No One","The Puppet Masters",5.6,0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",22588,en,"In 1939, WBN, a fourth radio network, is about to take to America's airwaves. As if the confusion of the premiere night wasn't enough, Penny Henderson, the owner's secretary, must deal with an unhappy sponsor, an overbearing boss and a soon-to-be ex-husband who desperately wants her back. As the broadcast begins, a mysterious voice breaks the broadcast and suddenly members of the cast turn up dead. It's up to her husband Roger, to find out whodunit as the police chase him through the halls of WBN.",8.50673,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-10-21,1994,0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"At station WBN, the hits just keep on coming.","Radioland Murders",5.8,0
,11000000,"[{'id': 35, 'name': 'Comedy'}]",10872,en,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",5.86868,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-03-09,1994,11439200,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They might be his hostages but what they're doing to this guy is criminal.","The Ref",6.7,1.03993
,11500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1245,en,"A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.",12.2226,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Merchant Ivory Productions', 'id': 2370}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-11-05,1993,23237900,134.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Diamond in the Rough","The Remains of the Day",7.5,2.02069
,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",11858,en,"Danny DeVito plays an advertising man who is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job; Teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.",4.98516,"[{'name': 'Cinergi Pictures Entertainment', 'id': 1504}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-03,1994,24332300,128.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"One Man's Mission To Teach The Few, The Proud... The Impossible!","Renaissance Man",5.9,0.608308
,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7007,en,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Conner and Web Smith are called in to investigate. Although Conner has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",6.27908,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Walrus & Associates', 'id': 8780}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-07-30,1993,107199000,125.0,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"A collision of East and West. A conspiracy of seduction and murder. A battle between tradition and power. Business is war.","Rising Sun",5.8,0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",10467,en,"An unhappy young couple visit the infamous Kellogg spa in Battle Creek, Michigan while a young hustler tries get into the breakfast-cereal business and compete against John Kellogg's corn flakes.",3.41618,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Beacon Pictures', 'id': 10157}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-10-28,1994,0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A comedy of the heart and other organs.","The Road to Wellville",5.5,0
"{"id": 5547, "name": "RoboCop Collection", "poster_path": "/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg", "backdrop_path": "/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg"}",22000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5550,en,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.",8.6858,"[{'name': 'Orion Pictures', 'id': 41}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-04-17,1993,10696200,104.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,"He's back to lay down the law.","RoboCop 3",4.2,0.486191
,20000000,"[{'id': 35, 'name': 'Comedy'}]",8005,en,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",17.1367,"[{'name': 'Gaumont', 'id': 9}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Brooksfilms', 'id': 5612}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-07-28,1993,35739800,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The legend had it coming... Find out where Robin Hood put his Little John, what made Will Scarlet, and what did Friar Tuck into his tights that Maid Marion all of a quiver?","Robin Hood: Men in Tights",6.4,1.78699
,11500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2088,en,"A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.",9.79632,"[{'name': 'Working Title Films', 'id': 10163}, {'name': 'Polygram Filmed Entertainment', 'id': 31080}, {'name': 'Hilary Henkin', 'id': 36907}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-09-13,1993,3275580,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The story of a cop who wanted it bad and got it worse.","Romeo Is Bleeding",5.7,0.284833
,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",10412,en,"Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?",5.15793,"[{'name': 'The Australian Film Commission', 'id': 5186}, {'name': 'Film Victoria', 'id': 11840}, {'name': 'Seon Film Productions', 'id': 39712}, {'name': 'Romper Stomper Pty. Ltd.', 'id': 50619}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",1992-03-05,1992,0,94.0,"[{'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,"Give Him Smack In Head Special ...","Romper Stomper",6.6,0
,800000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",47889,en,"Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past.",0.941994,"[{'name': 'Ruby in Paradise', 'id': 75712}, {'name': 'Full Crew/Say Yea', 'id': 75713}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-10-08,1993,1001440,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A woman's search for herself.","Ruby in Paradise",5.6,1.2518
,12000000,"[{'id': 18, 'name': 'Drama'}]",14534,en,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",5.91483,"[{'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-09-17,1993,22750400,114.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"It's not the size of the dog in the fight, It's the size of the fight in the dog.",Rudy,7.2,1.89586
,0,"[{'id': 18, 'name': 'Drama'}]",56583,en,"Matthew, a young schizophrenic, finds himself out on the street when a slumlord tears down his apartment building. Soon, he finds himself in even more dire straits, when he is threatened by Little Leroy, a thug who is one of the tough denizens of the Fort Washington Shelter for Men. He reaches out to Jerry, a streetwise combat veteran, who takes Matthew under his wing as a son. The relationship between these two men grows as they attempt to conquer the numbing isolation of homelessness.",1.06584,"[{'name': 'David V. Picker Productions', 'id': 14374}, {'name': 'Nessa Hyams', 'id': 36789}, {'name': 'Carrie Productions Inc.', 'id': 36790}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-11-03,1993,0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"The Saint of Fort Washington",4,0
,0,"[{'id': 18, 'name': 'Drama'}]",41878,fr,"Jean is young, gay, and promiscuous. Only after he meets one or two women, including Laura does he come to realize his bisexuality. Jean has to overcome a personal crisis and a tough choice between Laura and his male lover Samy.",1.03156,"[{'name': 'Société Nouvelle de Cinématographie', 'id': 249}, {'name': 'La Sept Cinéma', 'id': 16366}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1992-08-19,1992,0,126.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,"Savage Nights",6.2,0
,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",424,en,"The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.",41.7251,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-11-29,1993,321366000,195.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"Whoever saves one life, saves the world entire.","Schindler's List",8.3,14.6075
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",35233,en,"When his star recruit botches a Major League Baseball debut, humiliated talent scout Al Percolo (Albert Brooks) gets banished to rural Mexico, where he finds a potential gold mine in the arm of young phenom Steve Nebraska (Brendan Fraser). Soon, the Bronx Bombers put a $55 million contract on the table -- provided a psychiatrist (Dianne Wiest) can affirm Nebraska's mental stability. Watch for Yankees owner George Steinbrenner's cameo.",5.71561,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Santo Domingo Film & Music Video', 'id': 28822}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-30,1994,0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"He was praying for a miracle. What he got was Steve Nebraska.","The Scout",5.3,0
,0,"[{'id': 18, 'name': 'Drama'}]",14291,en,"A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.",12.0486,"[{'name': 'Mirage Enterprises', 'id': 932}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-08-13,1993,7266380,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Every journey begins with a single move.","Searching for Bobby Fischer",7.3,0
,0,"[{'id': 18, 'name': 'Drama'}]",103413,en,"The difficult relationship between a british postal officer and his adoptive son.",0.882596,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Fron Film Production', 'id': 37265}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-30,1994,0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"Second Best",5.9,0
